exon_phyloP100way	1	3.79071464213156
stop_phyloP100way	2	6.09204617500389
stop_phastCons100way	3	7.01986053598896
phylocsf_real	4	7.97414692981387
exon_phastCons100way	5	10.2620484768265
start_phyloP100way	6	12.2701699036132
num_homologs_with_uORFs	7	13.2239015923706
start_phastCons100way	8	13.476626505819
Tissue.Entropy	9	14.9038285675922
stop_elongating_A	10	20.1042280632017
aa_len	11	20.6021351125407
Fallopian.Tube	12	21.2042863203127
start_initiating	13	21.6101572587811
Blood.Vessel	14	22.2877870645973
start_elongating_A	15	23.1974429483247
Ovary	16	23.9074848654682
Kidney	17	24.6303878687881
Heart	18	26.0295899205382
stop_elongating_footprints	19	26.1516516024702
start_elongating_footprints	20	26.3124036984931
Liver	21	27.3218730165221
Adrenal.Gland	22	27.7529008548861
Testis	23	27.9316303253046
Uterus	24	28.2510240101557
Blood	25	29.1852971730027
Bladder	26	30.2063542413117
Bone.Marrow	27	31.0180406272851
Colon	28	31.5098199819072
Pancreas	29	31.7927291556802
exon_elongating_A	30	31.9222438901515
Esophagus	31	31.9508698352582
exon_elongating_footprints	32	32.6784236595488
Salivary.Gland	33	33.278252061653
Stomach	34	33.97620830348
Cervix.Uteri	35	34.0260698208988
Muscle	36	34.8967493568511
Prostate	37	34.9825669032188
Nerve	38	35.1547191937407
Lung	39	35.7587585962017
Adipose.Tissue	40	35.8601461034565
Small.Intestine	41	36.0846554595434
Thyroid	42	36.8254654251511
Breast	43	37.0701914733389
Brain	44	37.8968974556027
Vagina	45	38.0968962970976
Spleen	46	38.7513375029947
Pituitary	47	39.587628137164
mean_expression	48	40.2317713313463
Skin	49	41.3100356593224
