ENSG00000198888	ENSMUSG00000064341	1	ortholog_one2one
ENSG00000198763	ENSMUSG00000064345	1	ortholog_one2one
ENSG00000198804	ENSMUSG00000064351	1	ortholog_one2one
ENSG00000198712	ENSMUSG00000064354	1	ortholog_one2one
ENSG00000198899	ENSMUSG00000064357	1	ortholog_one2one
ENSG00000198938	ENSMUSG00000064358	1	ortholog_one2one
ENSG00000198840	ENSMUSG00000064360	1	ortholog_one2one
ENSG00000212907	ENSMUSG00000065947	1	ortholog_one2one
ENSG00000198886	ENSMUSG00000064363	1	ortholog_one2one
ENSG00000198786	ENSMUSG00000064367	1	ortholog_one2one
ENSG00000198695	ENSMUSG00000064368	1	ortholog_one2one
ENSG00000198727	ENSMUSG00000064370	1	ortholog_one2one
ENSG00000207782	ENSMUSG00000065495	1	ortholog_one2one
ENSG00000284447	ENSMUSG00000065424	1	ortholog_one2one
ENSG00000252213	ENSMUSG00000088059	1	ortholog_one2one
ENSG00000199043	ENSMUSG00000065501	1	ortholog_one2one
ENSG00000263776	ENSMUSG00000065208	1	ortholog_one2one
ENSG00000207808	ENSMUSG00000065444	1	ortholog_one2one
ENSG00000221500	ENSMUSG00000080486	1	ortholog_one2one
ENSG00000231587	ENSMUSG00000094251	1	ortholog_one2one
ENSG00000212158	ENSMUSG00000077239	1	ortholog_one2one
ENSG00000283815	ENSMUSG00000065403	1	ortholog_one2one
ENSG00000277968	ENSMUSG00000099111	1	ortholog_one2one
ENSG00000275043	ENSMUSG00000064721	1	ortholog_one2one
ENSG00000207932	ENSMUSG00000065465	1	ortholog_one2one
ENSG00000199266	ENSMUSG00000064585	1	ortholog_one2one
ENSG00000273974	ENSMUSG00000099287	1	ortholog_one2one
ENSG00000207562	ENSMUSG00000065587	1	ortholog_one2one
ENSG00000284536	ENSMUSG00000065508	1	ortholog_one2one
ENSG00000283785	ENSMUSG00000093007	1	ortholog_one2one
ENSG00000207959	ENSMUSG00000093089	1	ortholog_one2one
ENSG00000208012	ENSMUSG00000065602	1	ortholog_one2one
ENSG00000212443	ENSMUSG00000077167	1	ortholog_one2one
ENSG00000212304	ENSMUSG00000077698	1	ortholog_one2one
ENSG00000281910	ENSMUSG00000065211	1	ortholog_one2one
ENSG00000201675	ENSMUSG00000065219	1	ortholog_one2one
ENSG00000208017	ENSMUSG00000065439	1	ortholog_one2one
ENSG00000284485	ENSMUSG00000065533	1	ortholog_one2one
ENSG00000206620	ENSMUSG00000065463	1	ortholog_one2one
ENSG00000207789	ENSMUSG00000065430	1	ortholog_one2one
ENSG00000283159	ENSMUSG00000076313	1	ortholog_one2one
ENSG00000199012	ENSMUSG00000065570	1	ortholog_one2one
ENSG00000199075	ENSMUSG00000065513	1	ortholog_one2one
ENSG00000207614	ENSMUSG00000065395	1	ortholog_one2one
ENSG00000283745	ENSMUSG00000065443	1	ortholog_one2one
ENSG00000199051	ENSMUSG00000065510	1	ortholog_one2one
ENSG00000251791	ENSMUSG00000089281	1	ortholog_one2one
ENSG00000238754	ENSMUSG00000088323	1	ortholog_one2one
ENSG00000278026	ENSMUSG00000098254	1	ortholog_one2one
ENSG00000229686	ENSMUSG00000065289	1	ortholog_one2one
ENSG00000276609	ENSMUSG00000098484	1	ortholog_one2one
ENSG00000271798	ENSMUSG00000065287	1	ortholog_one2one
ENSG00000212452	ENSMUSG00000077212	1	ortholog_one2one
ENSG00000277948	ENSMUSG00000099302	1	ortholog_one2one
ENSG00000202400	ENSMUSG00000064823	1	ortholog_one2one
ENSG00000275231	ENSMUSG00000098526	1	ortholog_one2one
ENSG00000284251	ENSMUSG00000076142	1	ortholog_one2one
ENSG00000208008	ENSMUSG00000065479	1	ortholog_one2one
ENSG00000277460	ENSMUSG00000099219	1	ortholog_one2one
ENSG00000276730	ENSMUSG00000099252	1	ortholog_one2one
ENSG00000109107	ENSMUSG00000017390	1	ortholog_one2one
ENSG00000114735	ENSMUSG00000032579	1	ortholog_one2one
ENSG00000140285	ENSMUSG00000027208	1	ortholog_one2one
ENSG00000104472	ENSMUSG00000068391	1	ortholog_one2one
ENSG00000118496	ENSMUSG00000047648	1	ortholog_one2one
ENSG00000108984	ENSMUSG00000020623	1	ortholog_one2one
ENSG00000177469	ENSMUSG00000004044	1	ortholog_one2one
ENSG00000157765	ENSMUSG00000029188	1	ortholog_one2one
ENSG00000159259	ENSMUSG00000022945	1	ortholog_one2one
ENSG00000103876	ENSMUSG00000030630	1	ortholog_one2one
ENSG00000146414	ENSMUSG00000090112	1	ortholog_one2one
ENSG00000168748	ENSMUSG00000031883	1	ortholog_one2one
ENSG00000116117	ENSMUSG00000052062	1	ortholog_one2one
ENSG00000159256	ENSMUSG00000039456	1	ortholog_one2one
