ENSG00000109107	ENSMUSG00000017390	1	ortholog_one2one
ENSG00000114735	ENSMUSG00000032579	1	ortholog_one2one
ENSG00000140285	ENSMUSG00000027208	1	ortholog_one2one
ENSG00000108984	ENSMUSG00000020623	1	ortholog_one2one
ENSG00000146414	ENSMUSG00000090112	1	ortholog_one2one
ENSG00000168748	ENSMUSG00000031883	1	ortholog_one2one
ENSG00000163312	ENSMUSG00000035266	1	ortholog_one2one
ENSG00000161217	ENSMUSG00000005615	1	ortholog_one2one
ENSG00000153976	ENSMUSG00000047759	1	ortholog_one2one
ENSG00000143772	ENSMUSG00000038855	1	ortholog_one2one
ENSG00000122257	ENSMUSG00000030779	1	ortholog_one2one
ENSG00000163947	ENSMUSG00000021895	1	ortholog_one2one
ENSG00000126882	ENSMUSG00000050592	1	ortholog_one2one
ENSG00000090402	ENSMUSG00000027790	1	ortholog_one2one
ENSG00000110318	ENSMUSG00000040729	1	ortholog_one2one
ENSG00000197563	ENSMUSG00000056536	1	ortholog_one2one
ENSG00000123612	ENSMUSG00000026834	1	ortholog_one2one
ENSG00000138083	ENSMUSG00000038805	1	ortholog_one2one
ENSG00000105552	ENSMUSG00000030826	1	ortholog_one2one
ENSG00000115568	ENSMUSG00000026135	1	ortholog_one2one
ENSG00000006695	ENSMUSG00000042148	1	ortholog_one2one
ENSG00000176170	ENSMUSG00000061878	1	ortholog_one2one
ENSG00000164220	ENSMUSG00000021675	1	ortholog_one2one
ENSG00000087111	ENSMUSG00000041958	1	ortholog_one2one
ENSG00000205336	ENSMUSG00000031785	1	ortholog_one2one
ENSG00000163959	ENSMUSG00000035699	1	ortholog_one2one
ENSG00000074582	ENSMUSG00000026172	1	ortholog_one2one
ENSG00000163808	ENSMUSG00000036768	1	ortholog_one2one
ENSG00000146776	ENSMUSG00000020564	1	ortholog_one2one
ENSG00000173064	ENSMUSG00000042744	1	ortholog_one2one
ENSG00000161542	ENSMUSG00000015869	1	ortholog_one2one
ENSG00000136960	ENSMUSG00000022425	1	ortholog_one2one
ENSG00000121871	ENSMUSG00000048304	1	ortholog_one2one
ENSG00000143801	ENSMUSG00000010609	1	ortholog_one2one
ENSG00000132600	ENSMUSG00000060098	1	ortholog_one2one
ENSG00000170577	ENSMUSG00000024134	1	ortholog_one2one
ENSG00000160539	ENSMUSG00000051373	1	ortholog_one2one
ENSG00000073737	ENSMUSG00000027068	1	ortholog_one2one
ENSG00000206535	ENSMUSG00000109588	1	ortholog_one2one
ENSG00000158163	ENSMUSG00000037784	1	ortholog_one2one
ENSG00000109103	ENSMUSG00000002058	1	ortholog_one2one
ENSG00000163961	ENSMUSG00000014074	1	ortholog_one2one
ENSG00000204348	ENSMUSG00000040482	1	ortholog_one2one
ENSG00000153721	ENSMUSG00000015202	1	ortholog_one2one
ENSG00000214097	ENSMUSG00000046345	1	ortholog_one2one
ENSG00000166747	ENSMUSG00000031731	1	ortholog_one2one
ENSG00000153317	ENSMUSG00000022377	1	ortholog_one2one
ENSG00000137103	ENSMUSG00000078716	1	ortholog_one2one
ENSG00000185798	ENSMUSG00000022787	1	ortholog_one2one
ENSG00000018610	ENSMUSG00000006423	1	ortholog_one2one
ENSG00000176715	ENSMUSG00000015016	1	ortholog_one2one
ENSG00000083807	ENSMUSG00000030382	1	ortholog_one2one
ENSG00000175538	ENSMUSG00000035165	1	ortholog_one2one
ENSG00000100505	ENSMUSG00000021071	1	ortholog_one2one
ENSG00000174013	ENSMUSG00000035764	1	ortholog_one2one
